Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.01786, 2020-2039, mri_cgcm3, Annual Anomaly, SWE
0.21495, 2020-2039, noresm1_m, Annual Anomaly, SWE
0.1265, 2020-2039, access1_3, Annual Anomaly, CHE
0.28244, 2020-2039, bcc_csm1_1_m, Annual Anomaly, CHE
0.14667, 2020-2039, bcc_csm1_1, Annual Anomaly, CHE
0.02045, 2020-2039, bnu_esm, Annual Anomaly, CHE
-0.0224, 2020-2039, canesm2, Annual Anomaly, CHE
0.16514, 2020-2039, ccsm4, Annual Anomaly, CHE
0.32318, 2020-2039, cesm1_bgc, Annual Anomaly, CHE
0.091, 2020-2039, cesm1_cam5, Annual Anomaly, CHE
0.02824, 2020-2039, cnrm_cm5, Annual Anomaly, CHE
0.17399, 2020-2039, csiro_mk3_6_0, Annual Anomaly, CHE
0.34568, 2020-2039, gfdl_cm3, Annual Anomaly, CHE
0.14652, 2020-2039, gfdl_esm2g, Annual Anomaly, CHE
-0.0167, 2020-2039, gfdl_esm2m, Annual Anomaly, CHE
0.16418, 2020-2039, inmcm4, Annual Anomaly, CHE
-0.0642, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, CHE
0.13617, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, CHE
-0.0161, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, CHE
0.00296, 2020-2039, miroc5, Annual Anomaly, CHE
0.04746, 2020-2039, miroc_esm_chem, Annual Anomaly, CHE
0.25287, 2020-2039, miroc_esm, Annual Anomaly, CHE
0.29664, 2020-2039, mpi_esm_mr, Annual Anomaly, CHE
0.02053, 2020-2039, mri_cgcm3, Annual Anomaly, CHE
0.01938, 2020-2039, noresm1_m, Annual Anomaly, CHE
0.41777, 2020-2039, access1_3, Annual Anomaly, SYR
0.46377, 2020-2039, bcc_csm1_1_m, Annual Anomaly, SYR
0.57337, 2020-2039, bcc_csm1_1, Annual Anomaly, SYR
0.06807, 2020-2039, bnu_esm, Annual Anomaly, SYR
0.61499, 2020-2039, canesm2, Annual Anomaly, SYR
0.18706, 2020-2039, ccsm4, Annual Anomaly, SYR
0.43472, 2020-2039, cesm1_bgc, Annual Anomaly, SYR
0.05256, 2020-2039, cesm1_cam5, Annual Anomaly, SYR
0.04609, 2020-2039, cnrm_cm5, Annual Anomaly, SYR
0.11656, 2020-2039, csiro_mk3_6_0, Annual Anomaly, SYR
0.50368, 2020-2039, gfdl_cm3, Annual Anomaly, SYR
0.30265, 2020-2039, gfdl_esm2g, Annual Anomaly, SYR
0.01402, 2020-2039, gfdl_esm2m, Annual Anomaly, SYR
0.16583, 2020-2039, inmcm4, Annual Anomaly, SYR
0.15066, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, SYR
0.49434, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, SYR
0.36677, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, SYR
0.38386, 2020-2039, miroc5, Annual Anomaly, SYR
0.34021, 2020-2039, miroc_esm_chem, Annual Anomaly, SYR
0.29311, 2020-2039, miroc_esm, Annual Anomaly, SYR
0.24017, 2020-2039, mpi_esm_mr, Annual Anomaly, SYR
0.00657, 2020-2039, mri_cgcm3, Annual Anomaly, SYR
0.1213, 2020-2039, noresm1_m, Annual Anomaly, SYR
0.15778, 2020-2039, access1_3, Annual Anomaly, TJK
0.27645, 2020-2039, bcc_csm1_1_m, Annual Anomaly, TJK
0.0279, 2020-2039, bcc_csm1_1, Annual Anomaly, TJK
0.09926, 2020-2039, bnu_esm, Annual Anomaly, TJK
0.13718, 2020-2039, canesm2, Annual Anomaly, TJK
0.0338, 2020-2039, ccsm4, Annual Anomaly, TJK
0.10666, 2020-2039, cesm1_bgc, Annual Anomaly, TJK
0.02281, 2020-2039, cesm1_cam5, Annual Anomaly, TJK
0.02953, 2020-2039, cnrm_cm5, Annual Anomaly, TJK
0.28685, 2020-2039, csiro_mk3_6_0, Annual Anomaly, TJK
0.37714, 2020-2039, gfdl_cm3, Annual Anomaly, TJK
0.1374, 2020-2039, gfdl_esm2g, Annual Anomaly, TJK
0.06165, 2020-2039, gfdl_esm2m, Annual Anomaly, TJK
0.06019, 2020-2039, inmcm4, Annual Anomaly, TJK
0.47682, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, TJK
0.26498, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, TJK
0.18555, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, TJK
0.12053, 2020-2039, miroc5, Annual Anomaly, TJK
0.19566, 2020-2039, miroc_esm_chem, Annual Anomaly, TJK
-0.0104, 2020-2039, miroc_esm, Annual Anomaly, TJK
0.12727, 2020-2039, mpi_esm_mr, Annual Anomaly, TJK
0.14736, 2020-2039, mri_cgcm3, Annual Anomaly, TJK
0.27705, 2020-2039, noresm1_m, Annual Anomaly, TJK
0.14342, 2020-2039, access1_3, Annual Anomaly, TZA
0.03679, 2020-2039, bcc_csm1_1_m, Annual Anomaly, TZA
0.01591, 2020-2039, bcc_csm1_1, Annual Anomaly, TZA
0.03334, 2020-2039, bnu_esm, Annual Anomaly, TZA
-0.0097, 2020-2039, canesm2, Annual Anomaly, TZA
0.01519, 2020-2039, ccsm4, Annual Anomaly, TZA
0.05398, 2020-2039, cesm1_bgc, Annual Anomaly, TZA
0.05723, 2020-2039, cesm1_cam5, Annual Anomaly, TZA
0.0257, 2020-2039, cnrm_cm5, Annual Anomaly, TZA
0.18863, 2020-2039, csiro_mk3_6_0, Annual Anomaly, TZA
0.11511, 2020-2039, gfdl_cm3, Annual Anomaly, TZA
0.06883, 2020-2039, gfdl_esm2g, Annual Anomaly, TZA
0.12746, 2020-2039, gfdl_esm2m, Annual Anomaly, TZA
0.21828, 2020-2039, inmcm4, Annual Anomaly, TZA
-0.0088, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, TZA
-0.0118, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, TZA
0.04777, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, TZA
0.17432, 2020-2039, miroc5, Annual Anomaly, TZA
0.11381, 2020-2039, miroc_esm_chem, Annual Anomaly, TZA
0.013, 2020-2039, miroc_esm, Annual Anomaly, TZA
0.06842, 2020-2039, mpi_esm_mr, Annual Anomaly, TZA
0.11087, 2020-2039, mri_cgcm3, Annual Anomaly, TZA
0.12981, 2020-2039, noresm1_m, Annual Anomaly, TZA
0.12414, 2020-2039, access1_3, Annual Anomaly, THA
0.09947, 2020-2039, bcc_csm1_1_m, Annual Anomaly, THA
0.04705, 2020-2039, bcc_csm1_1, Annual Anomaly, THA
0.09345, 2020-2039, bnu_esm, Annual Anomaly, THA
0.08536, 2020-2039, canesm2, Annual Anomaly, THA
0.06347, 2020-2039, ccsm4, Annual Anomaly, THA
0.0094, 2020-2039, cesm1_bgc, Annual Anomaly, THA
0.03515, 2020-2039, cesm1_cam5, Annual Anomaly, THA
0.00921, 2020-2039, cnrm_cm5, Annual Anomaly, THA
0.18855, 2020-2039, csiro_mk3_6_0, Annual Anomaly, THA
-0.006, 2020-2039, gfdl_cm3, Annual Anomaly, THA
0.02427, 2020-2039, gfdl_esm2g, Annual Anomaly, THA
0.00209, 2020-2039, gfdl_esm2m, Annual Anomaly, THA
-0.0075, 2020-2039, inmcm4, Annual Anomaly, THA
0.06532, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, THA
0.179, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, THA
0.19689, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, THA
0.06824, 2020-2039, miroc5, Annual Anomaly, THA
0.15304, 2020-2039, miroc_esm_chem, Annual Anomaly, THA
0.06695, 2020-2039, miroc_esm, Annual Anomaly, THA
0.13025, 2020-2039, mpi_esm_mr, Annual Anomaly, THA
0.0506, 2020-2039, mri_cgcm3, Annual Anomaly, THA
-0.0111, 2020-2039, noresm1_m, Annual Anomaly, THA
0.10137, 2020-2039, access1_3, Annual Anomaly, TLS
0.09461, 2020-2039, bcc_csm1_1_m, Annual Anomaly, TLS
0.07071, 2020-2039, bcc_csm1_1, Annual Anomaly, TLS
0.21796, 2020-2039, bnu_esm, Annual Anomaly, TLS
0.1167, 2020-2039, canesm2, Annual Anomaly, TLS
0.03329, 2020-2039, ccsm4, Annual Anomaly, TLS
0.03203, 2020-2039, cesm1_bgc, Annual Anomaly, TLS
0.11659, 2020-2039, cesm1_cam5, Annual Anomaly, TLS
0.00137, 2020-2039, cnrm_cm5, Annual Anomaly, TLS
0.10137, 2020-2039, csiro_mk3_6_0, Annual Anomaly, TLS
0.00548, 2020-2039, gfdl_cm3, Annual Anomaly, TLS
0.37928, 2020-2039, gfdl_esm2m, Annual Anomaly, TLS
-0.0013, 2020-2039, inmcm4, Annual Anomaly, TLS
-0.0153, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, TLS
0.06659, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, TLS
-0.0013, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, TLS
0.11796, 2020-2039, miroc5, Annual Anomaly, TLS
0.0167, 2020-2039, miroc_esm_chem, Annual Anomaly, TLS
-0.0334, 2020-2039, miroc_esm, Annual Anomaly, TLS
0.1, 2020-2039, mpi_esm_mr, Annual Anomaly, TLS
-0.0486, 2020-2039, mri_cgcm3, Annual Anomaly, TLS
-0.05, 2020-2039, noresm1_m, Annual Anomaly, TLS
0.06938, 2020-2039, access1_3, Annual Anomaly, TGO
0.15329, 2020-2039, bcc_csm1_1_m, Annual Anomaly, TGO
0.12488, 2020-2039, bcc_csm1_1, Annual Anomaly, TGO
0.08792, 2020-2039, bnu_esm, Annual Anomaly, TGO
0.36539, 2020-2039, canesm2, Annual Anomaly, TGO
-0.0228, 2020-2039, ccsm4, Annual Anomaly, TGO
0.1646, 2020-2039, cesm1_bgc, Annual Anomaly, TGO
0.17173, 2020-2039, cesm1_cam5, Annual Anomaly, TGO
0.15557, 2020-2039, cnrm_cm5, Annual Anomaly, TGO
0.15809, 2020-2039, csiro_mk3_6_0, Annual Anomaly, TGO
-0.1337, 2020-2039, gfdl_cm3, Annual Anomaly, TGO
0.037, 2020-2039, gfdl_esm2g, Annual Anomaly, TGO
0.02131, 2020-2039, gfdl_esm2m, Annual Anomaly, TGO
0.32041, 2020-2039, inmcm4, Annual Anomaly, TGO
0.1314, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, TGO
0.3509, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, TGO
-0.0445, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, TGO
0.05462, 2020-2039, miroc5, Annual Anomaly, TGO
0.04124, 2020-2039, miroc_esm_chem, Annual Anomaly, TGO
0.15229, 2020-2039, miroc_esm, Annual Anomaly, TGO
0.16457, 2020-2039, mpi_esm_mr, Annual Anomaly, TGO
0.05134, 2020-2039, mri_cgcm3, Annual Anomaly, TGO
0.10737, 2020-2039, noresm1_m, Annual Anomaly, TGO
0.01767, 2020-2039, access1_3, Annual Anomaly, TON
0.03555, 2020-2039, bcc_csm1_1_m, Annual Anomaly, TON
0.00318, 2020-2039, bcc_csm1_1, Annual Anomaly, TON
0.04996, 2020-2039, bnu_esm, Annual Anomaly, TON
0.05637, 2020-2039, canesm2, Annual Anomaly, TON
-0.0662, 2020-2039, cesm1_bgc, Annual Anomaly, TON
0.10458, 2020-2039, cesm1_cam5, Annual Anomaly, TON
0.02385, 2020-2039, csiro_mk3_6_0, Annual Anomaly, TON
0.14362, 2020-2039, gfdl_cm3, Annual Anomaly, TON
0.05396, 2020-2039, gfdl_esm2g, Annual Anomaly, TON
-0.0116, 2020-2039, gfdl_esm2m, Annual Anomaly, TON
0.36522, 2020-2039, inmcm4, Annual Anomaly, TON
-0.0468, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, TON
-0.0396, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, TON
0.07995, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, TON
0.06169, 2020-2039, miroc5, Annual Anomaly, TON
0.46005, 2020-2039, miroc_esm_chem, Annual Anomaly, TON
0.16135, 2020-2039, miroc_esm, Annual Anomaly, TON
-0.0103, 2020-2039, mpi_esm_mr, Annual Anomaly, TON
0.12855, 2020-2039, mri_cgcm3, Annual Anomaly, TON
0.0345, 2020-2039, access1_3, Annual Anomaly, TTO
0.29512, 2020-2039, bcc_csm1_1_m, Annual Anomaly, TTO
0.15496, 2020-2039, bcc_csm1_1, Annual Anomaly, TTO
0.22037, 2020-2039, bnu_esm, Annual Anomaly, TTO
0.08587, 2020-2039, canesm2, Annual Anomaly, TTO
0.35142, 2020-2039, ccsm4, Annual Anomaly, TTO
-0.0091, 2020-2039, cesm1_bgc, Annual Anomaly, TTO
0.30776, 2020-2039, cesm1_cam5, Annual Anomaly, TTO
0.05, 2020-2039, cnrm_cm5, Annual Anomaly, TTO
-0.0781, 2020-2039, csiro_mk3_6_0, Annual Anomaly, TTO
0.08165, 2020-2039, gfdl_cm3, Annual Anomaly, TTO
0.08596, 2020-2039, gfdl_esm2m, Annual Anomaly, TTO
0.34447, 2020-2039, inmcm4, Annual Anomaly, TTO
0.48863, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, TTO
0.05993, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, TTO
0.25121, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, TTO
0.20869, 2020-2039, miroc5, Annual Anomaly, TTO
0.03872, 2020-2039, miroc_esm_chem, Annual Anomaly, TTO
0.19658, 2020-2039, miroc_esm, Annual Anomaly, TTO
-0.0436, 2020-2039, mpi_esm_mr, Annual Anomaly, TTO
0.11273, 2020-2039, mri_cgcm3, Annual Anomaly, TTO
0.33947, 2020-2039, noresm1_m, Annual Anomaly, TTO
0.67689, 2020-2039, access1_3, Annual Anomaly, TUN
0.2407, 2020-2039, bcc_csm1_1_m, Annual Anomaly, TUN
0.29732, 2020-2039, bcc_csm1_1, Annual Anomaly, TUN
0.52521, 2020-2039, bnu_esm, Annual Anomaly, TUN
0.46293, 2020-2039, canesm2, Annual Anomaly, TUN
0.50199, 2020-2039, ccsm4, Annual Anomaly, TUN
0.19867, 2020-2039, cesm1_bgc, Annual Anomaly, TUN
0.12877, 2020-2039, cesm1_cam5, Annual Anomaly, TUN
0.05995, 2020-2039, cnrm_cm5, Annual Anomaly, TUN
0.17465, 2020-2039, csiro_mk3_6_0, Annual Anomaly, TUN
0.60281, 2020-2039, gfdl_cm3, Annual Anomaly, TUN
0.2701, 2020-2039, gfdl_esm2g, Annual Anomaly, TUN
0.25678, 2020-2039, gfdl_esm2m, Annual Anomaly, TUN
0.15224, 2020-2039, inmcm4, Annual Anomaly, TUN
0.39659, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, TUN
0.35921, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, TUN
0.41009, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, TUN
0.17238, 2020-2039, miroc5, Annual Anomaly, TUN
0.37767, 2020-2039, miroc_esm_chem, Annual Anomaly, TUN
0.51821, 2020-2039, miroc_esm, Annual Anomaly, TUN
0.48654, 2020-2039, mpi_esm_mr, Annual Anomaly, TUN
0.43471, 2020-2039, mri_cgcm3, Annual Anomaly, TUN
0.29541, 2020-2039, noresm1_m, Annual Anomaly, TUN
0.1745, 2020-2039, access1_3, Annual Anomaly, TUR
0.1991, 2020-2039, bcc_csm1_1_m, Annual Anomaly, TUR
0.47867, 2020-2039, bcc_csm1_1, Annual Anomaly, TUR
0.20983, 2020-2039, bnu_esm, Annual Anomaly, TUR
0.43805, 2020-2039, canesm2, Annual Anomaly, TUR
0.06375, 2020-2039, ccsm4, Annual Anomaly, TUR
0.25143, 2020-2039, cesm1_bgc, Annual Anomaly, TUR
0.07824, 2020-2039, cesm1_cam5, Annual Anomaly, TUR
0.04333, 2020-2039, cnrm_cm5, Annual Anomaly, TUR
0.17497, 2020-2039, csiro_mk3_6_0, Annual Anomaly, TUR
0.39315, 2020-2039, gfdl_cm3, Annual Anomaly, TUR
0.15717, 2020-2039, gfdl_esm2g, Annual Anomaly, TUR
0.08357, 2020-2039, gfdl_esm2m, Annual Anomaly, TUR
0.20519, 2020-2039, inmcm4, Annual Anomaly, TUR
0.03459, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, TUR
0.20538, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, TUR
0.09677, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, TUR
0.2567, 2020-2039, miroc5, Annual Anomaly, TUR
0.53518, 2020-2039, miroc_esm_chem, Annual Anomaly, TUR
0.33165, 2020-2039, miroc_esm, Annual Anomaly, TUR
0.14654, 2020-2039, mpi_esm_mr, Annual Anomaly, TUR
0.01916, 2020-2039, mri_cgcm3, Annual Anomaly, TUR
0.05338, 2020-2039, noresm1_m, Annual Anomaly, TUR
0.42095, 2020-2039, access1_3, Annual Anomaly, TKM
0.18932, 2020-2039, bcc_csm1_1_m, Annual Anomaly, TKM
0.16984, 2020-2039, bcc_csm1_1, Annual Anomaly, TKM
0.13661, 2020-2039, bnu_esm, Annual Anomaly, TKM
0.3703, 2020-2039, canesm2, Annual Anomaly, TKM
-0.0302, 2020-2039, ccsm4, Annual Anomaly, TKM
0.04362, 2020-2039, cesm1_bgc, Annual Anomaly, TKM
0.13376, 2020-2039, cesm1_cam5, Annual Anomaly, TKM
0.05107, 2020-2039, cnrm_cm5, Annual Anomaly, TKM
0.52642, 2020-2039, csiro_mk3_6_0, Annual Anomaly, TKM
0.26764, 2020-2039, gfdl_cm3, Annual Anomaly, TKM
0.30127, 2020-2039, gfdl_esm2g, Annual Anomaly, TKM
0.08522, 2020-2039, gfdl_esm2m, Annual Anomaly, TKM
0.13707, 2020-2039, inmcm4, Annual Anomaly, TKM
0.60668, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, TKM
0.6911, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, TKM
0.47407, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, TKM
0.24232, 2020-2039, miroc5, Annual Anomaly, TKM
0.19175, 2020-2039, miroc_esm_chem, Annual Anomaly, TKM
0.39663, 2020-2039, miroc_esm, Annual Anomaly, TKM
0.4118, 2020-2039, mpi_esm_mr, Annual Anomaly, TKM
0.32695, 2020-2039, mri_cgcm3, Annual Anomaly, TKM
0.40496, 2020-2039, noresm1_m, Annual Anomaly, TKM
0.21338, 2020-2039, access1_3, Annual Anomaly, TUV
0.1, 2020-2039, bcc_csm1_1_m, Annual Anomaly, TUV
-0.0133, 2020-2039, bcc_csm1_1, Annual Anomaly, TUV
0.21338, 2020-2039, bnu_esm, Annual Anomaly, TUV
-0.0366, 2020-2039, canesm2, Annual Anomaly, TUV
-0.05, 2020-2039, ccsm4, Annual Anomaly, TUV
-0.0366, 2020-2039, cesm1_bgc, Annual Anomaly, TUV
0.05984, 2020-2039, cesm1_cam5, Annual Anomaly, TUV
0.04016, 2020-2039, cnrm_cm5, Annual Anomaly, TUV
-0.0366, 2020-2039, csiro_mk3_6_0, Annual Anomaly, TUV
0.25354, 2020-2039, gfdl_cm3, Annual Anomaly, TUV
0.18661, 2020-2039, gfdl_esm2g, Annual Anomaly, TUV
0.03661, 2020-2039, gfdl_esm2m, Annual Anomaly, TUV
-0.0366, 2020-2039, inmcm4, Annual Anomaly, TUV
0.08661, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, TUV
-0.0133, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, TUV
-0.0633, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, TUV
0.15, 2020-2039, miroc5, Annual Anomaly, TUV
-0.0133, 2020-2039, miroc_esm_chem, Annual Anomaly, TUV
0.05, 2020-2039, mpi_esm_mr, Annual Anomaly, TUV
0.25984, 2020-2039, mri_cgcm3, Annual Anomaly, TUV
0.01338, 2020-2039, noresm1_m, Annual Anomaly, TUV
0.21659, 2020-2039, access1_3, Annual Anomaly, UGA
0.14487, 2020-2039, bcc_csm1_1_m, Annual Anomaly, UGA
0.01255, 2020-2039, bcc_csm1_1, Annual Anomaly, UGA
-0.0667, 2020-2039, bnu_esm, Annual Anomaly, UGA
0.04429, 2020-2039, canesm2, Annual Anomaly, UGA
-0.06, 2020-2039, ccsm4, Annual Anomaly, UGA
-0.0197, 2020-2039, cesm1_bgc, Annual Anomaly, UGA
0.0969, 2020-2039, cesm1_cam5, Annual Anomaly, UGA
-0.0838, 2020-2039, cnrm_cm5, Annual Anomaly, UGA
0.21782, 2020-2039, csiro_mk3_6_0, Annual Anomaly, UGA
-0.0282, 2020-2039, gfdl_cm3, Annual Anomaly, UGA
0.05862, 2020-2039, gfdl_esm2g, Annual Anomaly, UGA
-0.01, 2020-2039, gfdl_esm2m, Annual Anomaly, UGA
0.0479, 2020-2039, inmcm4, Annual Anomaly, UGA
0.00325, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, UGA
0.00355, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, UGA
0.02287, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, UGA
0.05768, 2020-2039, miroc5, Annual Anomaly, UGA
0.10358, 2020-2039, miroc_esm_chem, Annual Anomaly, UGA
0.03124, 2020-2039, miroc_esm, Annual Anomaly, UGA
0.13318, 2020-2039, mpi_esm_mr, Annual Anomaly, UGA
0.15404, 2020-2039, mri_cgcm3, Annual Anomaly, UGA
0.03352, 2020-2039, noresm1_m, Annual Anomaly, UGA
0.15574, 2020-2039, access1_3, Annual Anomaly, UKR
0.03272, 2020-2039, bcc_csm1_1_m, Annual Anomaly, UKR
-0.0124, 2020-2039, bcc_csm1_1, Annual Anomaly, UKR
0.16876, 2020-2039, bnu_esm, Annual Anomaly, UKR
0.05444, 2020-2039, canesm2, Annual Anomaly, UKR
0.07106, 2020-2039, ccsm4, Annual Anomaly, UKR
0.06609, 2020-2039, cesm1_bgc, Annual Anomaly, UKR
0.10918, 2020-2039, cesm1_cam5, Annual Anomaly, UKR
-0.0016, 2020-2039, cnrm_cm5, Annual Anomaly, UKR
0.2332, 2020-2039, csiro_mk3_6_0, Annual Anomaly, UKR
0.12154, 2020-2039, gfdl_cm3, Annual Anomaly, UKR
8.4E-4, 2020-2039, gfdl_esm2g, Annual Anomaly, UKR
0.21109, 2020-2039, gfdl_esm2m, Annual Anomaly, UKR
0.16423, 2020-2039, inmcm4, Annual Anomaly, UKR
0.02074, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, UKR
0.07792, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, UKR
0.12163, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, UKR
0.37251, 2020-2039, miroc5, Annual Anomaly, UKR
0.28758, 2020-2039, miroc_esm_chem, Annual Anomaly, UKR
0.1418, 2020-2039, miroc_esm, Annual Anomaly, UKR
0.12051, 2020-2039, mpi_esm_mr, Annual Anomaly, UKR
0.13166, 2020-2039, mri_cgcm3, Annual Anomaly, UKR
0.06004, 2020-2039, noresm1_m, Annual Anomaly, UKR
0.54982, 2020-2039, access1_3, Annual Anomaly, ARE
0.37604, 2020-2039, bcc_csm1_1_m, Annual Anomaly, ARE
0.2888, 2020-2039, bcc_csm1_1, Annual Anomaly, ARE
0.01433, 2020-2039, bnu_esm, Annual Anomaly, ARE
-0.0732, 2020-2039, canesm2, Annual Anomaly, ARE
0.12019, 2020-2039, ccsm4, Annual Anomaly, ARE
0.37348, 2020-2039, cesm1_bgc, Annual Anomaly, ARE
0.09739, 2020-2039, cesm1_cam5, Annual Anomaly, ARE
0.13116, 2020-2039, cnrm_cm5, Annual Anomaly, ARE
0.39873, 2020-2039, csiro_mk3_6_0, Annual Anomaly, ARE
0.05671, 2020-2039, gfdl_cm3, Annual Anomaly, ARE
0.18744, 2020-2039, gfdl_esm2g, Annual Anomaly, ARE
0.28853, 2020-2039, gfdl_esm2m, Annual Anomaly, ARE
0.0816, 2020-2039, inmcm4, Annual Anomaly, ARE
0.42639, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, ARE
0.15304, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, ARE
0.90576, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, ARE
0.06219, 2020-2039, miroc5, Annual Anomaly, ARE
0.03388, 2020-2039, miroc_esm_chem, Annual Anomaly, ARE
0.34064, 2020-2039, miroc_esm, Annual Anomaly, ARE
0.49382, 2020-2039, mpi_esm_mr, Annual Anomaly, ARE
0.14427, 2020-2039, mri_cgcm3, Annual Anomaly, ARE
0.0147, 2020-2039, noresm1_m, Annual Anomaly, ARE
0.06048, 2020-2039, access1_3, Annual Anomaly, GBR
0.12988, 2020-2039, bcc_csm1_1_m, Annual Anomaly, GBR
0.06551, 2020-2039, bcc_csm1_1, Annual Anomaly, GBR
0.07014, 2020-2039, bnu_esm, Annual Anomaly, GBR
-0.0011, 2020-2039, canesm2, Annual Anomaly, GBR
0.12829, 2020-2039, ccsm4, Annual Anomaly, GBR
0.06725, 2020-2039, cesm1_bgc, Annual Anomaly, GBR
0.08787, 2020-2039, cesm1_cam5, Annual Anomaly, GBR
0.19082, 2020-2039, cnrm_cm5, Annual Anomaly, GBR
0.01353, 2020-2039, csiro_mk3_6_0, Annual Anomaly, GBR
0.12541, 2020-2039, gfdl_cm3, Annual Anomaly, GBR
0.16481, 2020-2039, gfdl_esm2g, Annual Anomaly, GBR
-0.0136, 2020-2039, gfdl_esm2m, Annual Anomaly, GBR
0.04813, 2020-2039, inmcm4, Annual Anomaly, GBR
0.27347, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, GBR
0.3451, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, GBR
0.05942, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, GBR
0.12892, 2020-2039, miroc5, Annual Anomaly, GBR
0.00889, 2020-2039, miroc_esm_chem, Annual Anomaly, GBR
0.15342, 2020-2039, miroc_esm, Annual Anomaly, GBR
0.11951, 2020-2039, mpi_esm_mr, Annual Anomaly, GBR
0.20529, 2020-2039, mri_cgcm3, Annual Anomaly, GBR
0.11753, 2020-2039, noresm1_m, Annual Anomaly, GBR
0.14762, 2020-2039, access1_3, Annual Anomaly, USA
0.14328, 2020-2039, bcc_csm1_1_m, Annual Anomaly, USA
0.17406, 2020-2039, bcc_csm1_1, Annual Anomaly, USA
0.1048, 2020-2039, bnu_esm, Annual Anomaly, USA
0.16938, 2020-2039, canesm2, Annual Anomaly, USA
0.12803, 2020-2039, ccsm4, Annual Anomaly, USA
0.14034, 2020-2039, cesm1_bgc, Annual Anomaly, USA
0.09825, 2020-2039, cesm1_cam5, Annual Anomaly, USA
0.05299, 2020-2039, cnrm_cm5, Annual Anomaly, USA
0.24062, 2020-2039, csiro_mk3_6_0, Annual Anomaly, USA
0.13577, 2020-2039, gfdl_cm3, Annual Anomaly, USA
0.14328, 2020-2039, gfdl_esm2g, Annual Anomaly, USA
0.03812, 2020-2039, gfdl_esm2m, Annual Anomaly, USA
0.05546, 2020-2039, inmcm4, Annual Anomaly, USA
0.11334, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, USA
0.0664, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, USA
0.14401, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, USA
0.18618, 2020-2039, miroc5, Annual Anomaly, USA
0.19111, 2020-2039, miroc_esm_chem, Annual Anomaly, USA
0.08067, 2020-2039, miroc_esm, Annual Anomaly, USA
0.09295, 2020-2039, mpi_esm_mr, Annual Anomaly, USA
0.03286, 2020-2039, mri_cgcm3, Annual Anomaly, USA
0.24014, 2020-2039, noresm1_m, Annual Anomaly, USA
-0.003, 2020-2039, access1_3, Annual Anomaly, URY
0.14109, 2020-2039, bcc_csm1_1_m, Annual Anomaly, URY
